[INFO ] [044421.834.826]   Aligning...
[DEBUG] [044425.995.619]   3140000 <0.45317 0.343183 7.05927> <16.4275 -2.70374 5.16568>
[DEBUG] [044426.015.620]   3160000 <0.463164 0.351716 6.9674> <16.5078 -2.72199 5.20047>
[DEBUG] [044426.035.618]   3180000 <0.473441 0.360523 6.87545> <16.5878 -2.74011 5.23496>
[DEBUG] [044426.055.620]   3200000 <0.484009 0.369612 6.7835> <16.6675 -2.7581 5.26915>
[DEBUG] [044426.075.620]   3220000 <0.494877 0.378993 6.69163> <16.747 -2.77597 5.30304>
[DEBUG] [044426.095.621]   3240000 <0.50605 0.388672 6.59991> <16.8262 -2.79371 5.33663>
[DEBUG] [044426.115.635]   3260000 <0.517536 0.398657 6.50842> <16.9051 -2.81132 5.3699>
[DEBUG] [044426.135.620]   3280000 <0.529342 0.408957 6.41723> <16.9838 -2.8288 5.40287>
[DEBUG] [044426.155.618]   3300000 <0.541476 0.419578 6.32641> <17.0622 -2.84615 5.43551>
[DEBUG] [044426.175.620]   3320000 <0.553944 0.43053 6.23605> <17.1403 -2.86337 5.46784>
[DEBUG] [044426.195.617]   3340000 <0.566754 0.44182 6.14621> <17.2182 -2.88046 5.49984>
[DEBUG] [044426.215.619]   3360000 <0.579913 0.453456 6.05697> <17.2959 -2.89741 5.53152>
[DEBUG] [044426.235.618]   3380000 <0.593427 0.465446 5.96838> <17.3732 -2.91422 5.56288>
[DEBUG] [044426.255.620]   3400000 <0.607304 0.477798 5.88053> <17.4504 -2.9309 5.5939>
[DEBUG] [044426.275.618]   3420000 <0.621551 0.490519 5.79348> <17.5272 -2.94744 5.62459>
[DEBUG] [044426.295.620]   3440000 <0.636173 0.503618 5.70729> <17.6038 -2.96384 5.65494>
[DEBUG] [044426.315.618]   3460000 <0.651178 0.517102 5.62203> <17.6802 -2.9801 5.68496>
[DEBUG] [044426.335.620]   3480000 <0.666573 0.530978 5.53777> <17.7563 -2.99623 5.71464>
[DEBUG] [044426.355.617]   3500000 <0.682363 0.545256 5.45456> <17.8321 -3.01221 5.74397>
[DEBUG] [044426.375.619]   3520000 <0.698555 0.559941 5.37247> <17.9077 -3.02805 5.77296>
[DEBUG] [044426.395.618]   3540000 <0.715156 0.575042 5.29156> <17.983 -3.04374 5.8016>
[DEBUG] [044426.415.621]   3560000 <0.732172 0.590565 5.21188> <18.0581 -3.0593 5.82989>
[DEBUG] [044426.435.619]   3580000 <0.749608 0.60652 5.1335> <18.1329 -3.07471 5.85783>
[DEBUG] [044426.455.621]   3600000 <0.767471 0.622912 5.05646> <18.2075 -3.08997 5.88541>
[DEBUG] [044426.475.618]   3620000 <0.785766 0.639748 4.98083> <18.2818 -3.10509 5.91264>
[DEBUG] [044426.495.620]   3640000 <0.8045 0.657037 4.90664> <18.3558 -3.12007 5.93951>
[DEBUG] [044426.515.642]   3660000 <0.823677 0.674784 4.83396> <18.4296 -3.1349 5.96603>
[DEBUG] [044426.535.620]   3680000 <0.843302 0.692998 4.76284> <18.5032 -3.14958 5.99218>
[DEBUG] [044426.555.618]   3700000 <0.863382 0.711683 4.69331> <18.5765 -3.16411 6.01797>
[DEBUG] [044426.575.620]   3720000 <0.883921 0.730848 4.62542> <18.6496 -3.17849 6.0434>
[DEBUG] [044426.595.618]   3740000 <0.904924 0.750498 4.55923> <18.7224 -3.19273 6.06846>
[DEBUG] [044426.615.620]   3760000 <0.926396 0.77064 4.49476> <18.7949 -3.20682 6.09315>
[DEBUG] [044426.635.619]   3780000 <0.948342 0.79128 4.43206> <18.8672 -3.22075 6.11748>
[DEBUG] [044426.655.620]   3800000 <0.970765 0.812425 4.37117> <18.9393 -3.23454 6.14143>
[DEBUG] [044426.675.618]   3820000 <0.993671 0.834079 4.31213> <19.0111 -3.24817 6.16502>
[DEBUG] [044426.695.619]   3840000 <1.01706 0.85625 4.25496> <19.0827 -3.26166 6.18823>
[DEBUG] [044426.715.617]   3860000 <1.04094 0.878941 4.1997> <19.154 -3.27499 6.21108>
[DEBUG] [044426.735.621]   3880000 <1.06532 0.90216 4.14639> <19.2251 -3.28817 6.23354>
[DEBUG] [044426.755.619]   3900000 <1.09019 0.925911 4.09504> <19.296 -3.3012 6.25564>
[DEBUG] [044426.775.619]   3920000 <1.11557 0.950199 4.0457> <19.3665 -3.31407 6.27735>
[DEBUG] [044426.795.618]   3940000 <1.14145 0.975029 3.99837> <19.4369 -3.3268 6.2987>
[DEBUG] [044426.815.620]   3960000 <1.16783 1.00041 3.9531> <19.507 -3.33937 6.31966>
[DEBUG] [044426.835.618]   3980000 <1.19473 1.02634 3.90989> <19.5769 -3.35178 6.34025>
[DEBUG] [044426.855.619]   4000000 <1.22213 1.05282 3.86877> <19.6465 -3.36404 6.36046>
[DEBUG] [044426.875.618]   4020000 <1.25006 1.07986 3.82975> <19.7159 -3.37615 6.38029>
[DEBUG] [044426.895.637]   4040000 <1.2785 1.10747 3.79286> <19.785 -3.38811 6.39974>
[DEBUG] [044426.915.619]   4060000 <1.30746 1.13565 3.7581> <19.8539 -3.39991 6.41881>
[DEBUG] [044426.935.620]   4080000 <1.33694 1.1644 3.72548> <19.9226 -3.41156 6.4375>
[DEBUG] [044426.955.617]   4100000 <1.36694 1.19372 3.69503> <19.991 -3.42305 6.45581>
[DEBUG] [044426.975.620]   4120000 <1.39746 1.22362 3.66673> <20.0592 -3.43439 6.47374>
[DEBUG] [044426.995.617]   4140000 <1.42852 1.25411 3.64061> <20.1271 -3.44557 6.49129>
[DEBUG] [044427.015.619]   4160000 <1.46009 1.28517 3.61667> <20.1948 -3.4566 6.50847>
[DEBUG] [044427.035.619]   4180000 <1.4922 1.31683 3.5949> <20.2623 -3.46747 6.52526>
[DEBUG] [044427.055.618]   4200000 <1.52483 1.34907 3.57531> <20.3295 -3.47819 6.54167>
[DEBUG] [044427.075.618]   4220000 <1.558 1.3819 3.5579> <20.3965 -3.48876 6.5577>
[DEBUG] [044427.095.618]   4240000 <1.59169 1.41533 3.54267> <20.4633 -3.49917 6.57335>
[DEBUG] [044427.115.618]   4260000 <1.62591 1.44935 3.5296> <20.5298 -3.50942 6.58862>
[DEBUG] [044427.135.619]   4280000 <1.66065 1.48397 3.5187> <20.5961 -3.51952 6.60351>
[DEBUG] [044427.155.618]   4300000 <1.69593 1.51919 3.50996> <20.6622 -3.52947 6.61803>
[DEBUG] [044427.175.619]   4320000 <1.73174 1.55501 3.50336> <20.728 -3.53926 6.63216>
[DEBUG] [044427.195.619]   4340000 <1.76807 1.59142 3.49889> <20.7936 -3.5489 6.64592>
[DEBUG] [044427.215.619]   4360000 <1.80493 1.62844 3.49655> <20.859 -3.55838 6.6593>
[DEBUG] [044427.235.634]   4380000 <1.84231 1.66606 3.49631> <20.9241 -3.56771 6.6723>
[DEBUG] [044427.255.620]   4400000 <1.88022 1.70428 3.49816> <20.989 -3.57688 6.68493>
[DEBUG] [044427.275.617]   4420000 <1.91865 1.7431 3.50208> <21.0537 -3.58591 6.69718>
[DEBUG] [044427.295.619]   4440000 <1.95761 1.78253 3.50805> <21.1182 -3.59478 6.70906>
[DEBUG] [044427.315.618]   4460000 <1.99708 1.82256 3.51606> <21.1824 -3.60349 6.72057>
[DEBUG] [044427.335.619]   4480000 <2.03707 1.86319 3.52607> <21.2464 -3.61205 6.7317>
[DEBUG] [044427.355.619]   4500000 <2.07758 1.90441 3.53806> <21.3102 -3.62046 6.74246>
[DEBUG] [044427.375.619]   4520000 <2.1186 1.94624 3.55201> <21.3737 -3.62872 6.75285>
[DEBUG] [044427.395.618]   4540000 <2.16014 1.98867 3.56789> <21.437 -3.63682 6.76287>
[DEBUG] [044427.415.618]   4560000 <2.20218 2.0317 3.58568> <21.5001 -3.64478 6.77252>
[DEBUG] [044427.435.618]   4580000 <2.24473 2.07532 3.60533> <21.563 -3.65258 6.78181>
[DEBUG] [044427.455.618]   4600000 <2.28778 2.11953 3.62682> <21.6256 -3.66023 6.79073>
[DEBUG] [044427.475.619]   4620000 <2.33133 2.16434 3.65012> <21.688 -3.66773 6.79929>
[DEBUG] [044427.495.626]   4640000 <2.37538 2.20974 3.6752> <21.7502 -3.67508 6.80748>
[DEBUG] [044427.515.619]   4660000 <2.41993 2.25573 3.70201> <21.8122 -3.68228 6.81531>
[DEBUG] [044427.535.621]   4680000 <2.46496 2.30231 3.73052> <21.874 -3.68933 6.82278>
[DEBUG] [044427.555.619]   4700000 <2.51049 2.34947 3.7607> <21.9355 -3.69623 6.82989>
[DEBUG] [044427.575.618]   4720000 <2.55649 2.39721 3.79251> <21.9968 -3.70298 6.83664>
[DEBUG] [044427.595.618]   4740000 <2.60298 2.44553 3.82591> <22.0579 -3.70958 6.84304>
[DEBUG] [044427.615.618]   4760000 <2.64994 2.49442 3.86085> <22.1188 -3.71604 6.84908>
[DEBUG] [044427.635.636]   4780000 <2.69738 2.54389 3.89729> <22.1795 -3.72234 6.85477>
[DEBUG] [044427.655.618]   4800000 <2.74529 2.59393 3.9352> <22.2399 -3.7285 6.86011>
[DEBUG] [044427.675.619]   4820000 <2.79366 2.64453 3.97453> <22.3001 -3.73452 6.86511>
[DEBUG] [044427.695.617]   4840000 <2.84249 2.6957 4.01524> <22.3602 -3.74038 6.86975>
[DEBUG] [044427.715.619]   4860000 <2.89177 2.74743 4.05727> <22.4199 -3.74611 6.87405>
[DEBUG] [044427.735.618]   4880000 <2.94151 2.79971 4.10059> <22.4795 -3.75169 6.87801>
[DEBUG] [044427.755.620]   4900000 <2.9917 2.85254 4.14515> <22.5389 -3.75712 6.88162>
[DEBUG] [044427.775.618]   4920000 <3.04232 2.90592 4.19091> <22.5981 -3.76241 6.8849>
[DEBUG] [044427.795.618]   4940000 <3.09339 2.95984 4.2378> <22.657 -3.76755 6.88783>
[DEBUG] [044427.815.618]   4960000 <3.14489 3.0143 4.2858> <22.7157 -3.77256 6.89044>
[DEBUG] [044427.835.620]   4980000 <3.19682 3.0693 4.33484> <22.7743 -3.77742 6.8927>
[DEBUG] [044427.855.617]   5000000 <3.24917 3.12483 4.38487> <22.8326 -3.78214 6.89464>
[DEBUG] [044427.875.619]   5020000 <3.30194 3.18088 4.43586> <22.8907 -3.78672 6.89625>
[DEBUG] [044427.895.619]   5040000 <3.35513 3.23746 4.48775> <22.9486 -3.79116 6.89753>
