1501132207250	0.120000	0.167488	0.143744	-0.018588
1501132207275	0.130000	0.167488	0.148744	-0.013568
1501132207300	0.130000	0.000000	0.065000	-0.011211
1501132207325	0.040000	-0.334984	-0.147492	-0.015299
1501132207350	0.020000	-0.334984	-0.157492	-0.019565
1501132207375	0.020000	0.418991	0.219496	-0.012393
1501132207400	0.160000	0.167488	0.163744	-0.007109
1501132207425	0.040000	0.167488	0.103744	-0.003783
1501132207450	0.070000	0.669983	0.369991	0.007430
1501132207475	0.130000	0.669983	0.399991	0.019207
1501132207500	-0.050000	0.418991	0.184496	0.024165
1501132207525	0.070000	0.669983	0.369991	0.034540
1501132207550	0.070000	0.669983	0.369991	0.044604
1501132207575	0.130000	0.502991	0.316495	0.052760
1501132207600	-0.150000	0.167488	0.008744	0.051440
1501132207625	-0.150000	0.167488	0.008744	0.050159
1501132207650	0.310000	0.000000	0.155000	0.053304
1501132207675	-0.030000	0.084000	0.027000	0.052515
1501132207700	-0.030000	0.084000	0.027000	0.051750
1501132207725	-0.120000	0.167488	0.023744	0.050910
1501132207750	-0.090000	0.418991	0.164496	0.054317
1501132207775	-0.170000	0.418991	0.124496	0.056423
1501132207800	-0.170000	0.586998	0.208499	0.060985
1501132207825	0.050000	0.586998	0.318499	0.068710
1501132207850	-0.340000	0.334984	-0.002508	0.066574
1501132207875	-0.340000	0.418991	0.039496	0.065761
1501132207900	-0.200000	0.418991	0.109496	0.067073
1501132207925	-0.080000	0.167488	0.043744	0.066373
1501132207950	-0.080000	0.586998	0.253499	0.071987
1501132207975	-0.190000	0.586998	0.198499	0.075783
