1501132203596	0.000000	0.000000	0.000000	0.000000
1501132203625	0.000000	0.000000	0.000000	0.000000
1501132203650	0.150000	-0.167496	-0.008748	-0.000262
1501132203675	0.140000	0.167488	0.153744	0.004358
1501132203700	0.080000	0.167488	0.123744	0.007939
1501132203725	0.080000	0.167488	0.123744	0.011413
1501132203750	0.100000	0.167488	0.133744	0.015083
1501132203775	0.100000	0.167488	0.133744	0.018643
1501132203800	0.100000	0.000000	0.050000	0.019584
1501132203825	0.030000	-0.167496	-0.068748	0.016934
1501132203850	0.330000	-0.167496	0.081252	0.018864
1501132203875	0.330000	-0.083496	0.123252	0.021995
1501132203900	-0.130000	0.000000	-0.065000	0.019385
1501132203925	0.040000	0.000000	0.020000	0.019404
1501132203950	0.040000	0.084000	0.062000	0.020682
1501132203975	-0.170000	0.084000	-0.043000	0.018771
1501132204000	-0.130000	0.084000	-0.023000	0.017518
1501132204025	-0.030000	0.000000	-0.015000	0.016543
1501132204050	-0.030000	0.000000	-0.015000	0.015596
1501132204075	-0.140000	-0.083496	-0.111748	0.011776
1501132204100	-0.340000	0.167488	-0.086256	0.008835
1501132204125	-0.340000	0.167488	-0.086256	0.005982
1501132204150	-0.150000	-0.251488	-0.200744	-0.000220
1501132204175	-0.150000	-0.083496	-0.116748	-0.003715
1501132204200	-0.150000	-0.083496	-0.116748	-0.007106
1501132204225	0.060000	-0.167496	-0.053748	-0.008506
1501132204250	0.060000	-0.083496	-0.011748	-0.008603
1501132204275	-0.280000	-0.083496	-0.181748	-0.013797
1501132204300	-0.280000	0.418991	0.069496	-0.011298
1501132204325	-0.210000	0.418991	0.104496	-0.007825
1501132204350	-0.150000	0.000000	-0.075000	-0.009840
1501132204375	-0.150000	-0.083496	-0.116748	-0.013047
1501132204400	-0.060000	-0.083496	-0.071748	-0.014808
1501132204425	-0.110000	-0.334984	-0.222492	-0.021039
1501132204450	-0.030000	-0.418472	-0.224236	-0.027135
1501132204475	-0.030000	-0.418472	-0.224236	-0.033048
1501132204500	0.000000	0.084000	0.042000	-0.030796
1501132204525	0.040000	-0.083496	-0.021748	-0.030525
1501132204550	0.040000	-0.083496	-0.021748	-0.030262
1501132204575	-0.010000	-0.083496	-0.046748	-0.030756
1501132204600	-0.040000	-0.334984	-0.187492	-0.035458
1501132204625	-0.040000	-0.334984	-0.187492	-0.040019
1501132204650	0.190000	-0.334984	-0.072492	-0.040993
1501132204675	-0.070000	-0.334984	-0.202492	-0.045838
1501132204700	-0.070000	0.084000	0.007000	-0.044253
1501132204725	-0.120000	-0.167496	-0.143748	-0.047238
1501132204750	-0.120000	-0.167496	-0.143748	-0.050133
1501132204775	-0.080000	-0.251488	-0.165744	-0.053602
1501132204800	-0.080000	0.000000	-0.040000	-0.053194
1501132204825	-0.180000	0.000000	-0.090000	-0.054298
1501132204850	-0.050000	-0.418472	-0.234236	-0.059696
1501132204875	-0.240000	-0.334984	-0.287492	-0.066530
1501132204900	-0.060000	-0.334984	-0.197492	-0.070459
1501132204925	-0.210000	-0.083496	-0.146748	-0.072747
1501132204950	-0.210000	-0.502464	-0.356232	-0.081252
1501132204975	0.030000	-0.502464	-0.236232	-0.085901
1501132205000	0.190000	0.167488	0.178744	-0.077962
1501132205025	0.160000	0.167488	0.163744	-0.070711
1501132205050	0.160000	0.167488	0.163744	-0.063677
1501132205075	0.110000	0.334984	0.222492	-0.055092
1501132205100	0.160000	0.334984	0.247492	-0.046015
1501132205125	0.160000	-0.418472	-0.129236	-0.048511
1501132205150	0.250000	0.669983	0.459991	-0.033256
1501132205175	0.180000	0.669983	0.424991	-0.019509
1501132205200	0.320000	-0.418472	-0.049236	-0.020400
1501132205225	0.320000	-0.083496	0.118252	-0.016241
1501132205250	0.100000	-0.083496	0.008252	-0.015506
1501132205275	0.100000	0.084000	0.092000	-0.012281
1501132205300	0.130000	0.167488	0.148744	-0.007450
1501132205325	-0.020000	0.167488	0.073744	-0.005014
1501132205350	0.140000	-0.251488	-0.055744	-0.006536
1501132205375	0.140000	-0.251488	-0.055744	-0.008012
1501132205400	0.120000	0.167488	0.143744	-0.003460
1501132205425	-0.340000	-0.083496	-0.211748	-0.009708
1501132205450	0.060000	-0.083496	-0.011748	-0.009770
1501132205475	0.060000	0.418991	0.239496	-0.002292
1501132205500	-0.090000	0.167488	0.038744	-0.001061
1501132205525	0.030000	0.167488	0.098744	0.001934
1501132205550	0.030000	-0.586456	-0.278228	-0.006471
1501132205575	0.300000	0.000000	0.150000	-0.001777
1501132205600	0.140000	0.000000	0.070000	0.000376
1501132205625	0.140000	-0.753944	-0.306972	-0.008844
1501132205650	0.120000	0.084000	0.102000	-0.005519
1501132205675	0.270000	0.084000	0.177000	-0.000043
1501132205700	0.270000	0.084000	0.177000	0.005268
1501132205725	0.160000	0.084000	0.122000	0.008770
1501132205750	0.000000	-0.167496	-0.083748	0.005994
1501132205775	0.220000	0.251488	0.235744	0.012887
1501132205800	0.220000	0.251488	0.235744	0.019573
1501132205825	0.380000	0.167488	0.273744	0.027198
1501132205850	0.070000	0.000000	0.035000	0.027432
1501132205875	0.070000	0.000000	0.035000	0.027659
1501132205900	0.020000	0.000000	0.010000	0.027129
1501132205925	0.460000	-0.418472	0.020764	0.026938
1501132205950	0.460000	-0.418472	0.020764	0.026753
1501132205975	0.260000	0.251488	0.255744	0.033623
1501132206000	0.340000	-0.334984	0.002508	0.032689
1501132206025	-0.040000	-0.334984	-0.187492	0.026084
1501132206050	-0.040000	0.502991	0.231495	0.032246
1501132206075	0.060000	0.502991	0.281495	0.039724
1501132206100	0.160000	-0.251488	-0.045744	0.037159
1501132206125	0.160000	0.251488	0.205744	0.042217
1501132206150	0.040000	0.251488	0.145744	0.045323
1501132206175	0.180000	-0.502464	-0.161232	0.039126
1501132206200	0.300000	-0.083496	0.108252	0.041200
1501132206225	0.300000	-0.083496	0.108252	0.043212
1501132206250	0.270000	-0.083496	0.093252	0.044713
1501132206275	0.270000	-0.167496	0.051252	0.044909
1501132206300	0.070000	-0.167496	-0.048748	0.042099
1501132206325	0.090000	-0.334984	-0.122492	0.037161
1501132206350	0.300000	0.084000	0.192000	0.041807
1501132206375	0.300000	0.084000	0.192000	0.046312
1501132206400	0.070000	0.000000	0.035000	0.045973
1501132206425	0.070000	0.000000	0.035000	0.045644
1501132206450	-0.080000	0.167488	0.043744	0.045587
1501132206475	-0.080000	0.167488	0.043744	0.045532
1501132206500	0.250000	0.167488	0.208744	0.050428
1501132206525	0.320000	-0.502464	-0.091232	0.046178
1501132206550	0.320000	-0.502464	-0.091232	0.042056
1501132206575	0.060000	-0.502464	-0.221232	0.034157
1501132206600	-0.120000	0.251488	0.065744	0.035105
1501132206625	-0.120000	0.334984	0.107492	0.037276
1501132206650	0.040000	0.334984	0.187492	0.041783
1501132206675	0.190000	-0.334984	-0.072492	0.038355
1501132206700	0.190000	-0.502464	-0.156232	0.032517
1501132206725	-0.130000	-0.502464	-0.316232	0.022055
1501132206750	-0.120000	0.418991	0.149496	0.025878
1501132206775	-0.110000	0.418991	0.154496	0.029736
1501132206800	-0.110000	-0.167496	-0.138748	0.024682
1501132206825	0.120000	-0.083496	0.018252	0.024489
1501132206850	-0.230000	-0.083496	-0.156748	0.019052
1501132206875	-0.230000	-0.083496	-0.156748	0.013778
1501132206900	0.070000	-0.083496	-0.006748	0.013162
1501132206925	0.010000	-0.083496	-0.036748	0.011665
1501132206950	0.010000	-0.334984	-0.162492	0.006440
1501132206975	0.050000	-0.167496	-0.058748	0.004484
1501132207000	0.240000	-0.167496	0.036252	0.005437
1501132207025	0.230000	-0.251488	-0.010744	0.004952
1501132207050	0.230000	-0.334984	-0.052492	0.003229
1501132207075	-0.210000	-0.334984	-0.272492	-0.005043
1501132207100	-0.040000	-0.418472	-0.229236	-0.011769
1501132207125	-0.040000	-0.418472	-0.229236	-0.018293
1501132207150	0.120000	-0.083496	0.018252	-0.017196
1501132207175	0.000000	-0.167496	-0.083748	-0.019193
1501132207200	0.000000	-0.167496	-0.083748	-0.021130
1501132207225	-0.040000	-0.167496	-0.103748	-0.023608
