freq z1h z2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
100 0 0 0 0 1 0 0 0 0.3 0 1 0 0.5 0 1 0 0.5 0 0.1 0.65 500 41

time      z1             z2             dz             hdg    pitch  roll   cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
2.470     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.480     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.490     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.500     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.510     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.520     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.530     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.540     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.550     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.560     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.570     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.580     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.590     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.600     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.610     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.620     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.630     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.640     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.650     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.660     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.670     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.680     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.690     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.700     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.710     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.720     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.730     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.740     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.750     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.760     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.770     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.780     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.790     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.800     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.810     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.820     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.830     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.840     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.850     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.860     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.870     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.880     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.890     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.900     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.910     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.920     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.930     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.940     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.950     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.960     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.970     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.980     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
2.990     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.000     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.010     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.020     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.030     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.040     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.050     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.060     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.070     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.080     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.090     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.100     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.110     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.120     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.130     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.140     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.150     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.160     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.170     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.180     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.190     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.200     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.210     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.220     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.230     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.240     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.250     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.260     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.270     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.280     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.290     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.300     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.310     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.320     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.330     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.340     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.350     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.360     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.370     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.380     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.390     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.400     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.410     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.420     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.430     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.440     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.450     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
3.460     25             19             22.9           10     4      -3     0   0    150  0    0    0           0           -4          3           48  40  34  42  000000000 
