freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
2.960     2113.462  21718     25.428   25.428   101181.766  101165.688  -0.108   23.112   0.992    -83.610  0   -37  -42  -4   -11  -0.028      -4.131      -3.493      16.260      100 100 100 100 0000000000000000
2.964     2113.466  21041     25.557   25.557   101201.188  101146.789  -0.106   23.394   -0.595   -82.631  0   -37  -42  -4   -9   -0.003      -1.057      7.593       12.467      100 100 100 100 0000000000000000
2.968     2113.470  17864     25.610   25.610   101200.734  101144.500  -0.100   21.944   0.779    -79.015  0   -37  -42  -4   -7   -0.007      5.437       -7.348      -0.879      100 100 100 100 0000000000000000
2.972     2113.474  20052     25.468   25.468   101204.664  101134.547  -0.091   21.978   2.554    -77.934  0   -38  -44  -4   -7   -1.261      -7.626      -9.527      1.688       100 100 100 100 0000000000000000
2.976     2113.478  18281     25.594   25.594   101200.516  101153.727  -0.096   20.684   2.830    -79.097  0   -38  -44  -4   -7   0.006       4.849       -2.066      13.026      100 100 100 100 0000000000000000
2.980     2113.482  23073     25.458   25.458   101198.938  101151.992  -0.095   21.261   1.985    -80.004  0   -38  -45  -4   -6   -0.001      -5.911      3.629       16.933      100 100 100 100 0000000000000000
2.984     2113.486  20000     25.621   25.621   101212.117  101146.023  -0.115   20.271   1.306    -81.681  0   -37  -45  -4   -6   1.275       3.713       2.862       15.957      100 100 100 100 0000000000000000
2.988     2113.490  19896     25.770   25.770   101209.586  101120.570  -0.101   21.579   1.353    -81.406  0   -37  -44  -4   -7   -0.018      -1.157      -0.767      1.063       100 100 100 100 0000000000000000
2.992     2113.494  18281     25.561   25.561   101205.445  101138.156  -0.098   20.911   0.723    -79.941  0   -37  -43  -4   -7   -0.004      6.256       2.678       -0.029      100 100 100 100 0000000000000000
2.996     2113.498  18177     25.606   25.606   101188.070  101158.625  -0.082   20.967   0.225    -78.965  0   -37  -43  -4   -7   -0.020      -0.210      2.065       2.316       100 100 100 100 0000000000000000
3.000     2113.502  22448     25.598   25.598   101187.453  101147.273  -0.052   20.613   0.676    -79.658  0   -37  -44  -5   -7   -0.037      -2.424      -7.821      10.731      100 100 100 100 0000000000000000
3.004     2113.506  17812     25.592   25.592   101205.812  101155.797  -0.072   20.172   1.064    -80.290  0   -36  -44  -7   -7   1.274       1.656       -12.748     10.491      100 100 100 100 0000000000000000
3.008     2113.510  20052     25.520   25.520   101225.156  101139.945  -0.113   21.052   1.126    -78.723  0   -37  -44  -7   -7   -1.198      -3.302      -1.120      -0.664      100 100 100 100 0000000000000000
3.012     2113.514  18177     25.565   25.565   101219.227  101147.086  -0.148   19.257   1.774    -79.176  0   -37  -42  -8   -7   0.044       14.231      -9.221      9.480       100 100 100 100 0000000000000000
3.016     2113.518  17865     25.700   25.700   101219.102  101140.516  -0.175   19.333   0.731    -80.420  0   -37  -42  -8   -7   0.033       -0.282      4.344       13.563      100 100 100 100 0000000000000000
3.020     2113.522  23020     25.636   25.636   101195.422  101171.883  -0.186   20.445   1.220    -81.167  0   -37  -42  -9   -6   0.014       -4.170      -8.469      16.253      100 100 100 100 0000000000000000
3.024     2113.526  24948     25.529   25.529   101198.914  101139.125  -0.167   19.778   -0.712   -80.774  0   -37  -42  -8   -5   -0.023      2.501       13.935      10.611      100 100 100 100 0000000000000000
3.028     2113.530  18438     25.476   25.476   101189.023  101160.750  -0.153   20.392   -2.127   -81.062  0   -37  -42  -7   -5   -0.018      -2.304      11.587      9.048       100 100 100 100 0000000000000000
3.032     2113.534  22864     25.737   25.737   101190.500  101161.219  -0.143   17.997   -1.262   -79.709  0   -37  -43  -7   -6   -0.013      5.233       -4.899      -4.396      100 100 100 100 0000000000000000
3.036     2113.538  19062     25.660   25.660   101193.734  101148.125  -0.125   17.057   -1.916   -80.882  0   -37  -43  -8   -6   -0.022      3.522       -2.339      13.352      100 100 100 100 0000000000000000
3.040     2113.542  19896     25.778   25.778   101201.117  101147.688  -0.123   16.504   -0.854   -81.044  0   -37  -43  -8   -6   -0.003      2.074       -6.024      8.315       100 100 100 100 0000000000000000
3.044     2113.546  19531     25.585   25.585   101204.023  101164.625  -0.146   16.979   -1.652   -80.853  0   -38  -43  -6   -5   -1.221      -1.780      13.553      11.633      100 100 100 100 0000000000000000
3.048     2113.550  18281     25.574   25.574   101190.633  101166.844  -0.143   16.961   -2.349   -81.556  0   -39  -44  -7   -5   -1.254      -3.685      -1.975      11.169      100 100 100 100 0000000000000000
3.052     2113.554  19531     25.600   25.600   101188.500  101145.938  -0.111   16.805   -2.735   -83.306  0   -39  -44  -7   -5   -0.039      0.588       1.499       16.578      100 100 100 100 0000000000000000
3.056     2113.558  19896     25.744   25.744   101202.258  101141.445  -0.105   16.153   -2.758   -81.960  0   -39  -44  -7   -4   -0.008      2.445       -0.306      6.069       100 100 100 100 0000000000000000
3.060     2113.562  19896     25.545   25.545   101218.570  101138.789  -0.130   14.805   -4.005   -80.677  0   -39  -44  -8   -5   0.031       5.054       0.834       -3.847      100 100 100 100 0000000000000000
3.064     2113.566  21666     25.539   25.539   101191.422  101131.953  -0.090   15.179   -5.021   -80.712  0   -39  -45  -8   -5   -0.050      -5.151      4.781       7.743       100 100 100 100 0000000000000000
3.068     2113.570  18594     25.497   25.497   101189.219  101156.461  -0.074   16.717   -6.118   -80.462  0   -39  -45  -8   -5   -0.020      -5.770      5.302       6.300       100 100 100 100 0000000000000000
3.072     2113.574  21145     25.694   25.694   101190.500  101134.086  -0.037   17.568   -6.490   -79.992  0   -39  -45  -8   -5   -0.047      -3.191      1.707       5.149       100 100 100 100 0000000000000000
3.076     2113.578  27812     25.592   25.592   101189.422  101152.734  -0.019   14.765   -5.730   -77.336  0   -39  -46  -8   -5   -0.022      6.763       -4.026      -6.050      100 100 100 100 0000000000000000
3.080     2113.582  21823     25.557   25.557   101204.352  101169.195  -0.052   14.417   -5.227   -77.146  0   -39  -46  -8   -5   0.041       1.305       -2.791      6.268       100 100 100 100 0000000000000000
3.084     2113.586  23489     25.591   25.591   101197.656  101151.898  -0.050   13.593   -5.309   -78.143  0   -39  -47  -8   -7   -0.002      -0.660      0.138       2.096       100 100 100 100 0000000000000000
3.088     2113.590  26198     25.467   25.467   101185.109  101151.703  -0.022   12.979   -5.620   -79.996  0   -39  -47  -8   -7   -0.035      2.301       1.315       16.568      100 100 100 100 0000000000000000
3.092     2113.594  24531     25.719   25.719   101207.305  101149.773  -0.039   12.346   -5.548   -79.477  0   -39  -49  -8   -7   0.021       -5.126      -0.602      4.652       100 100 100 100 0000000000000000
3.096     2113.598  17917     25.574   25.574   101167.859  101117.344  0.063    12.594   -5.836   -79.190  0   -39  -49  -8   -6   -0.128      -0.929      1.224       10.882      100 100 100 100 0000000000000000
3.100     2113.602  20104     25.709   25.709   101190.203  101131.492  0.099    13.441   -7.947   -78.963  0   -38  -49  -9   -6   1.205       -3.174      5.449       6.160       100 100 100 100 0000000000000000
3.104     2113.606  18229     25.577   25.577   101196.664  101152.938  0.096    13.919   -7.569   -78.850  0   -38  -49  -9   -6   0.004       -1.792      -2.035      6.720       100 100 100 100 0000000000000000
3.108     2113.610  22656     25.476   25.476   101200.492  101143.453  0.096    13.393   -7.328   -78.835  0   -38  -49  -8   -6   0.000       1.971       3.731       7.213       100 100 100 100 0000000000000000
3.112     2113.614  23125     25.433   25.433   101191.891  101144.820  0.112    13.894   -8.508   -79.550  0   -38  -51  -8   -6   -0.020      -9.381      5.950       10.930      100 100 100 100 0000000000000000
3.116     2113.618  21927     25.649   25.649   101201.180  101152.875  0.099    15.288   -8.347   -78.151  0   -38  -51  -8   -6   0.016       -5.227      -0.773      0.218       100 100 100 100 0000000000000000
3.120     2113.622  20104     25.524   25.524   101194.336  101169.352  0.082    15.992   -9.876   -77.484  0   -38  -51  -8   -5   0.021       -2.637      7.837       8.913       100 100 100 100 0000000000000000
3.124     2113.626  21250     25.638   25.638   101203.719  101136.750  0.083    13.923   -9.013   -76.788  0   -38  -51  -8   -3   -0.001      7.757       -4.214      13.898      100 100 100 100 0000000000000000
3.128     2113.630  20781     25.626   25.626   101211.695  101143.047  0.061    12.838   -8.142   -75.464  0   -38  -51  -8   -3   0.028       4.067       -4.343      0.629       100 100 100 100 0000000000000000
3.132     2113.634  22448     25.558   25.558   101202.500  101143.320  0.058    12.544   -8.830   -75.564  0   -37  -51  -8   -3   1.254       1.106       3.525       7.752       100 100 100 100 0000000000000000
3.136     2113.638  18073     25.589   25.589   101190.711  101144.047  0.079    13.594   -8.806   -74.870  0   -37  -51  -8   -4   -0.026      -3.940      -0.040      -1.383      100 100 100 100 0000000000000000
3.140     2113.642  21666     25.652   25.652   101202.227  101143.070  0.076    13.943   -9.637   -75.059  0   -37  -52  -8   -5   0.004       -5.058      4.319       2.953       100 100 100 100 0000000000000000
3.144     2113.646  20000     25.589   25.589   101188.820  101150.586  0.093    15.558   -8.763   -74.093  0   -37  -52  -8   -5   -0.021      -6.057      -4.294      2.077       100 100 100 100 0000000000000000
3.148     2113.650  19948     25.437   25.437   101186.992  101138.188  0.127    14.317   -10.110  -73.083  0   -38  -52  -9   -5   -1.292      4.656       1.846       1.759       100 100 100 100 0000000000000000
3.152     2113.654  23125     25.514   25.514   101215.398  101159.781  0.076    13.106   -9.480   -74.081  0   -37  -51  -9   -4   1.314       8.289       -3.102      16.999      100 100 100 100 0000000000000000
3.156     2113.658  19219     25.503   25.503   101177.594  101164.117  0.101    12.870   -9.716   -74.983  0   -37  -51  -9   -4   -0.031      0.886       1.250       11.608      100 100 100 100 0000000000000000
3.160     2113.662  18750     25.504   25.504   101206.180  101154.547  0.076    12.259   -11.046  -76.141  0   -36  -52  -8   -4   1.281       -1.457      11.953      13.005      100 100 100 100 0000000000000000
3.164     2113.666  23021     25.513   25.513   101184.609  101142.680  0.110    12.853   -11.742  -79.368  0   -36  -52  -10  -6   -0.043      -2.229      -6.343      13.474      100 100 100 100 0000000000000000
3.168     2113.670  18125     25.655   25.655   101211.297  101162.680  0.065    13.218   -11.139  -80.237  0   -36  -52  -14  -6   0.056       -1.367      -23.300     11.769      100 100 100 100 0000000000000000
3.172     2113.674  21302     25.597   25.597   101194.867  101149.531  0.071    12.785   -10.428  -79.607  0   -37  -52  -14  -6   -1.257      1.620       -3.914      4.210       100 100 100 100 0000000000000000
3.176     2113.678  17865     25.502   25.502   101198.188  101148.812  0.071    14.763   -8.438   -79.442  0   -35  -51  -14  -5   2.501       -3.664      -10.505     11.619      100 100 100 100 0000000000000000
3.180     2113.682  19895     25.602   25.602   101190.250  101143.445  0.093    15.688   -8.954   -77.988  0   -35  -51  -14  -4   -0.028      -3.469      2.075       5.129       100 100 100 100 0000000000000000
3.184     2113.686  19479     25.539   25.539   101192.922  101149.727  0.101    17.322   -7.431   -78.111  0   -35  -51  -14  -5   -0.011      -6.128      -8.270      2.923       100 100 100 100 0000000000000000
3.188     2113.690  21823     25.350   25.350   101186.359  101143.648  0.130    18.195   -7.669   -78.628  0   -30  -52  -14  -5   6.214       -7.026      0.554       9.950       100 100 100 100 0000000000000000
3.192     2113.694  19739     25.520   25.520   101193.016  101152.023  0.134    18.850   -7.802   -80.074  0   -28  -52  -14  -5   2.495       -2.454      0.045       14.737      100 100 100 100 0000000000000000
3.196     2113.698  19479     25.557   25.557   101202.617  101146.906  0.124    19.289   -6.575   -81.755  0   -29  -52  -14  -7   -1.237      -1.649      -6.877      5.879       100 100 100 100 0000000000000000
3.200     2113.702  17708     25.717   25.717   101195.859  101156.930  0.117    19.797   -6.422   -83.021  0   -29  -51  -14  -7   0.009       1.845       -1.525      13.935      100 100 100 100 0000000000000000
3.204     2113.706  19219     25.593   25.593   101179.578  101153.383  0.149    20.338   -6.125   -82.250  0   -29  -51  -15  -7   -0.039      -2.029      -7.369      3.667       100 100 100 100 0000000000000000
3.208     2113.710  20000     25.631   25.631   101196.359  101135.523  0.164    20.995   -6.510   -80.364  0   -27  -50  -16  -6   2.481       1.288       -4.025      3.006       100 100 100 100 0000000000000000
3.212     2113.714  18072     25.541   25.541   101197.391  101158.266  0.151    21.160   -5.958   -83.284  0   -27  -50  -16  -6   0.016       -0.618      -3.764      22.329      100 100 100 100 0000000000000000
3.216     2113.718  24271     25.714   25.714   101184.258  101146.094  0.179    21.511   -6.559   -83.475  0   -25  -50  -16  -6   2.464       -1.316      2.063       8.704       100 100 100 100 0000000000000000
3.220     2113.722  18385     25.460   25.460   101219.805  101142.539  0.137    22.799   -7.279   -82.363  0   -25  -52  -16  -6   0.053       -12.331     2.725       2.074       100 100 100 100 0000000000000000
3.224     2113.726  19635     25.448   25.448   101188.227  101159.234  0.143    22.972   -7.051   -82.347  0   -25  -52  -16  -6   -0.007      -0.648      -2.032      7.557       100 100 100 100 0000000000000000
3.228     2113.730  19896     25.749   25.749   101202.227  101138.914  0.142    23.323   -5.750   -81.700  0   -23  -52  -16  -6   2.501       -1.318      -7.532      4.336       100 100 100 100 0000000000000000
3.232     2113.734  17864     25.531   25.531   101193.305  101150.156  0.148    22.472   -5.076   -83.501  0   -24  -52  -17  -6   -1.257      3.194       -9.564      16.754      100 100 100 100 0000000000000000
3.236     2113.738  18229     25.612   25.612   101177.461  101164.086  0.170    22.698   -5.236   -82.808  0   -23  -52  -19  -6   1.222       -0.849      -10.574     4.217       100 100 100 100 0000000000000000
3.240     2113.742  18698     25.706   25.706   101201.141  101153.219  0.155    22.034   -4.874   -83.756  0   -23  -52  -20  -5   0.019       2.492       -8.323      17.613      100 100 100 100 0000000000000000
3.244     2113.746  22552     25.612   25.612   101204.500  101139.953  0.148    20.653   -5.293   -83.689  0   -23  -52  -20  -5   0.009       5.178       0.625       7.537       100 100 100 100 0000000000000000
3.248     2113.750  18750     25.710   25.710   101200.070  101142.000  0.148    21.062   -5.168   -82.321  0   -23  -52  -21  -6   -0.000      -1.535      -7.210      -4.208      100 100 100 100 0000000000000000
3.252     2113.754  21458     25.505   25.505   101208.859  101161.031  0.108    22.379   -5.615   -83.886  0   -22  -52  -21  -5   1.299       -4.937      0.696       20.710      100 100 100 100 0000000000000000
3.256     2113.758  20000     25.355   25.355   101181.945  101153.523  0.135    22.479   -6.588   -84.486  0   -24  -52  -21  -5   -2.533      -0.375      3.427       10.950      100 100 100 100 0000000000000000
3.260     2113.762  22917     25.644   25.644   101202.531  101147.828  0.124    24.159   -7.582   -84.647  0   -24  -52  -19  -7   0.014       -6.303      13.828      -1.432      100 100 100 100 0000000000000000
3.264     2113.766  20833     25.594   25.594   101226.812  101149.922  0.061    22.378   -7.300   -85.850  0   -24  -52  -17  -7   0.079       6.679       7.619       13.902      100 100 100 100 0000000000000000
3.268     2113.770  21406     25.721   25.721   101199.461  101160.484  0.045    21.304   -6.621   -84.392  0   -25  -52  -18  -7   -1.230      4.029       -9.532      0.451       100 100 100 100 0000000000000000
3.272     2113.774  18072     25.631   25.631   101212.180  101134.898  0.032    19.542   -7.051   -84.987  0   -23  -52  -20  -7   2.516       6.606       -9.148      10.772      100 100 100 100 0000000000000000
3.276     2113.778  18229     25.627   25.627   101188.219  101136.883  0.067    20.461   -8.415   -85.313  0   -22  -52  -20  -6   1.206       -3.444      5.661       14.561      100 100 100 100 0000000000000000
3.280     2113.782  20416     25.551   25.551   101191.711  101153.117  0.075    20.873   -8.472   -85.401  0   -23  -52  -20  -6   -1.260      -1.546      -0.869      8.381       100 100 100 100 0000000000000000
3.284     2113.786  18802     25.593   25.593   101198.141  101147.156  0.076    18.754   -9.228   -86.968  0   -22  -53  -20  -6   1.248       4.194       2.707       15.930      100 100 100 100 0000000000000000
3.288     2113.790  23438     25.498   25.498   101201.656  101148.883  0.068    18.707   -8.109   -87.132  0   -22  -53  -21  -6   0.010       0.179       -11.886     8.935       100 100 100 100 0000000000000000
3.292     2113.794  19948     25.687   25.687   101204.914  101139.039  0.065    20.001   -7.409   -86.753  0   -21  -53  -21  -6   1.254       -4.853      -4.857      6.180       100 100 100 100 0000000000000000
3.296     2113.798  21301     25.529   25.529   101226.688  101163.953  -0.012   20.870   -7.005   -87.571  0   -21  -53  -21  -6   0.096       -3.259      -3.420      12.248      100 100 100 100 0000000000000000
3.300     2113.802  17968     25.644   25.644   101191.297  101146.414  0.008    21.648   -6.714   -86.870  0   -21  -53  -21  -7   -0.025      -2.917      -2.885      -0.520      100 100 100 100 0000000000000000
3.304     2113.806  20313     25.600   25.600   101182.344  101152.047  0.039    19.622   -6.010   -87.617  0   -23  -53  -22  -7   -2.539      7.595       -10.120     11.796      100 100 100 100 0000000000000000
3.308     2113.810  19895     25.653   25.653   101198.102  101145.422  0.044    19.653   -5.077   -88.074  0   -23  -52  -21  -7   -0.006      3.635       -1.254      10.392      100 100 100 100 0000000000000000
3.312     2113.814  24531     25.646   25.646   101198.977  101152.172  0.039    18.831   -4.300   -87.216  0   -23  -53  -21  -7   0.006       -0.666      -5.559      3.733       100 100 100 100 0000000000000000
3.316     2113.818  17709     25.537   25.537   101197.617  101152.172  0.037    19.226   -6.403   -86.303  0   -24  -54  -21  -7   -1.248      -5.235      9.057       3.365       100 100 100 100 0000000000000000
3.320     2113.822  18437     25.767   25.767   101202.891  101157.641  0.018    17.791   -8.696   -86.287  0   -23  -54  -21  -7   1.274       5.381       10.232      7.851       100 100 100 100 0000000000000000
3.324     2113.826  19531     25.796   25.796   101184.078  101135.281  0.064    18.764   -7.610   -86.725  0   -23  -56  -21  -7   -0.058      -11.146     -6.769      10.161      100 100 100 100 0000000000000000
3.328     2113.830  19688     25.496   25.496   101190.031  101139.539  0.091    20.278   -7.327   -85.550  0   -23  -55  -20  -7   -0.034      -1.929      2.319       1.980       100 100 100 100 0000000000000000
3.332     2113.834  19687     25.700   25.700   101212.812  101153.797  0.054    19.322   -9.154   -84.172  0   -23  -55  -19  -7   0.047       3.585       13.154      0.827       100 100 100 100 0000000000000000
3.336     2113.838  19635     25.448   25.448   101208.656  101144.445  0.037    19.586   -10.379  -83.810  0   -23  -54  -19  -7   0.021       2.761       5.259       5.872       100 100 100 100 0000000000000000
3.340     2113.842  21250     25.616   25.616   101203.812  101144.484  0.031    19.433   -8.640   -84.233  0   -23  -54  -19  -7   0.008       0.575       -9.727      9.840       100 100 100 100 0000000000000000
3.344     2113.846  18021     25.774   25.774   101224.562  101157.266  -0.032   18.204   -8.665   -86.314  0   -24  -54  -18  -6   -1.171      4.607       4.190       23.436      100 100 100 100 0000000000000000
3.348     2113.850  19479     25.568   25.568   101203.648  101162.773  -0.056   18.826   -8.926   -87.752  0   -24  -52  -18  -6   0.030       5.169       0.395       15.364      100 100 100 100 0000000000000000
3.352     2113.854  19479     25.508   25.508   101209.977  101155.547  -0.084   19.160   -9.061   -88.721  0   -24  -52  -18  -8   0.035       -1.253      -0.216      2.917       100 100 100 100 0000000000000000
3.356     2113.858  17760     25.790   25.790   101206.922  101144.742  -0.092   20.555   -7.981   -88.173  0   -26  -52  -18  -9   -2.490      -5.231      -6.405      0.178       100 100 100 100 0000000000000000
3.360     2113.862  20104     25.824   25.824   101193.422  101146.391  -0.074   21.609   -8.359   -90.202  0   -26  -52  -18  -9   -0.023      -3.956      0.929       18.266      0   0   0   0   0000000000000000
3.364     2113.866  18021     25.747   25.747   101192.352  101146.617  -0.054   20.960   -6.514   -90.685  0   -26  -52  -17  -9   -0.025      2.435       -5.273      10.581      0   0   0   0   0000000000000000
3.368     2113.870  24375     25.561   25.561   101195.289  101136.891  -0.030   21.828   -7.023   -91.015  0   -25  -52  -17  -9   1.220       -3.255      1.546       9.854       0   0   0   0   0000000000000000
3.372     2113.874  18073     25.601   25.601   101202.750  101145.617  -0.033   22.819   -5.761   -91.498  0   -25  -52  -17  -9   0.003       -3.716      -7.436      10.666      0   0   0   0   0000000000000000
3.376     2113.878  19427     25.820   25.820   101206.688  101145.773  -0.044   23.143   -5.757   -91.142  0   -24  -53  -16  -9   1.264       -4.965      3.960       6.434       0   0   0   0   0000000000000000
3.380     2113.882  24427     25.598   25.598   101191.156  101140.648  -0.016   22.725   -7.085   -92.553  0   -22  -53  -16  -9   2.465       1.566       5.746       15.411      0   0   0   0   0000000000000000
3.384     2113.886  19844     25.571   25.571   101213.750  101175.781  -0.076   22.499   -6.347   -92.503  0   -22  -54  -15  -8   0.075       -2.901      0.446       13.199      0   0   0   0   0000000000000000
3.388     2113.890  18386     25.594   25.594   101195.211  101148.445  -0.064   21.336   -5.418   -91.902  0   -21  -56  -15  -8   1.235       -3.139      -5.604      5.387       0   0   0   0   0000000000000000
3.392     2113.894  21250     25.606   25.606   101182.922  101148.875  -0.028   20.135   -6.252   -91.983  0   -21  -56  -15  -8   -0.046      4.504       3.296       8.804       0   0   0   0   0000000000000000
3.396     2113.898  19636     25.631   25.631   101188.641  101140.117  0.005    19.166   -6.977   -91.958  0   -22  -56  -13  -8   -1.291      3.632       13.024      8.271       0   0   0   0   0000000000000000
3.400     2113.902  21563     25.616   25.616   101205.172  101143.414  -0.001   19.608   -6.310   -91.175  0   -22  -57  -13  -8   0.008       -5.408      -4.008      4.402       0   0   0   0   0000000000000000
3.404     2113.906  17812     25.646   25.646   101208.297  101153.531  -0.025   19.224   -6.739   -93.978  0   -22  -57  -13  -9   0.030       1.443       1.521       17.511      0   0   0   0   0000000000000000
3.408     2113.910  21302     25.536   25.536   101202.969  101158.000  -0.043   21.478   -7.834   -92.147  0   -22  -57  -14  -8   0.021       -8.453      -0.140      4.259       0   0   0   0   0000000000000000
3.412     2113.914  30051     25.433   25.433   101190.148  101146.945  -0.020   20.074   -6.367   -91.819  0   -22  -56  -14  -8   -0.028      9.016       -8.099      6.744       0   0   0   0   0000000000000000
3.416     2113.918  20677     25.610   25.610   101177.812  101130.328  0.046    22.336   -6.850   -91.531  0   -23  -58  -13  -7   -1.333      -15.983     6.799       12.014      0   0   0   0   0000000000000000
3.420     2113.922  21198     25.555   25.555   101192.938  101155.641  0.050    23.254   -5.501   -92.761  0   -23  -58  -13  -7   -0.005      -3.442      -7.493      14.724      0   0   0   0   0000000000000000
3.424     2113.926  23646     25.848   25.848   101209.125  101141.531  0.036    22.544   -5.907   -94.290  0   -23  -59  -13  -9   0.018       -1.088      1.321       6.173       0   0   0   0   0000000000000000
3.428     2113.930  18958     25.666   25.666   101190.297  101145.500  0.057    22.972   -5.797   -93.214  0   -23  -59  -13  -10  -0.026      -1.606      -1.273      -2.057      0   0   0   0   0000000000000000
3.432     2113.934  20625     25.704   25.704   101202.867  101143.836  0.052    22.354   -4.391   -93.740  0   -23  -60  -14  -10  0.005       -1.432      -12.991     11.005      0   0   0   0   0000000000000000
3.436     2113.938  20208     25.536   25.536   101206.195  101147.664  0.037    22.218   -2.430   -91.670  0   -23  -59  -14  -10  0.019       4.261       -10.962     -2.185      0   0   0   0   0000000000000000
3.440     2113.942  20208     25.655   25.655   101197.086  101152.117  0.037    21.649   -3.438   -91.866  0   -23  -59  -14  -10  0.001       2.133       3.984       9.166       0   0   0   0   0000000000000000
3.444     2113.946  20313     25.614   25.614   101203.961  101158.453  0.015    21.667   -2.888   -90.711  0   -23  -59  -14  -10  0.028       -0.068      -3.860      2.295       0   0   0   0   0000000000000000
3.448     2113.950  21042     25.705   25.705   101202.008  101157.055  -0.001   19.387   -3.868   -90.416  0   -24  -59  -14  -10  -1.231      8.552       3.884       6.568       0   0   0   0   0000000000000000
3.452     2113.954  26666     25.621   25.621   101209.695  101143.086  -0.016   19.302   -3.301   -90.681  0   -25  -59  -15  -10  -1.231      0.318       -9.005      9.394       0   0   0   0   0000000000000000
3.456     2113.958  24427     25.641   25.641   101190.188  101152.062  -0.001   19.400   -2.968   -92.547  0   -25  -59  -15  -10  -0.020      -0.370      -2.868      17.584      0   0   0   0   0000000000000000
3.460     2113.962  19114     25.577   25.577   101190.422  101143.000  0.024    19.955   -0.321   -91.921  0   -26  -58  -15  -10  -1.281      1.670       -14.702     5.063       0   0   0   0   0000000000000000
3.464     2113.966  21875     25.755   25.755   101190.242  101148.984  0.042    19.941   -1.442   -91.782  0   -26  -59  -14  -9   -0.022      -3.698      9.348       12.581      0   0   0   0   0000000000000000
3.468     2113.970  20000     25.603   25.603   101203.406  101153.047  0.027    20.709   -1.244   -92.452  0   -26  -59  -14  -9   0.019       -2.880      -2.262      11.696      0   0   0   0   0000000000000000
3.472     2113.974  18333     25.639   25.639   101194.031  101159.945  0.024    22.385   -1.089   -91.249  0   -27  -59  -14  -9   -1.247      -6.283      -2.069      2.211       0   0   0   0   0000000000000000
3.476     2113.978  18281     25.736   25.736   101193.023  101155.273  0.029    22.117   -1.476   -92.458  0   -27  -58  -13  -8   -0.006      4.754       5.783       19.491      0   0   0   0   0000000000000000
3.480     2113.982  21926     25.661   25.661   101199.758  101144.336  0.032    21.537   -0.655   -94.909  0   -26  -58  -13  -8   1.246       2.175       -5.336      20.946      0   0   0   0   0000000000000000
3.484     2113.986  20000     25.449   25.449   101227.586  101158.875  -0.040   20.778   -0.701   -94.674  0   -27  -58  -11  -7   -1.161      2.847       9.197       12.591      0   0   0   0   0000000000000000
3.488     2113.990  22968     25.661   25.661   101216.344  101145.492  -0.070   21.894   -1.002   -93.916  0   -27  -57  -11  -7   0.038       -0.437      0.508       4.903       0   0   0   0   0000000000000000
3.492     2113.994  21042     25.592   25.592   101218.305  101182.445  -0.145   23.140   -1.310   -94.026  0   -27  -57  -11  -7   0.093       -4.670      0.569       9.253       0   0   0   0   0000000000000000
3.496     2113.998  18073     25.573   25.573   101214.336  101144.328  -0.166   23.884   -2.602   -94.296  0   -28  -57  -11  -7   -1.224      -2.790      5.619       10.077      0   0   0   0   0000000000000000
3.500     2114.002  18177     25.679   25.679   101200.922  101144.867  -0.158   23.764   -3.460   -95.425  0   -28  -56  -12  -6   -0.009      4.198       -1.562      19.587      0   0   0   0   0000000000000000
3.504     2114.006  20208     25.706   25.706   101195.062  101141.000  -0.135   23.676   -4.523   -95.048  0   -30  -56  -12  -6   -2.529      0.329       4.568       7.019       0   0   0   0   0000000000000000
3.508     2114.010  18177     25.561   25.561   101196.836  101147.422  -0.123   23.487   -4.978   -95.902  0   -30  -56  -10  -5   -0.015      0.709       11.773      18.364      0   0   0   0   0000000000000000
3.512     2114.014  18073     25.448   25.448   101194.797  101146.305  -0.106   23.527   -4.278   -95.697  0   -29  -56  -8   -5   1.229       -0.147      6.127       8.042       0   0   0   0   0000000000000000
3.516     2114.018  23125     25.507   25.507   101195.297  101157.500  -0.104   23.199   -4.162   -94.868  0   -31  -56  -8   -5   -2.503      1.230       -0.963      4.844       0   0   0   0   0000000000000000
3.520     2114.022  19688     25.461   25.461   101208.188  101147.836  -0.117   21.948   -3.051   -95.083  0   -31  -56  -10  -5   0.017       4.690       -16.252     10.081      0   0   0   0   0000000000000000
3.524     2114.026  23333     25.653   25.653   101196.336  101139.812  -0.097   22.420   -1.544   -95.042  0   -31  -56  -10  -5   -0.026      -1.769      -8.383      8.801       0   0   0   0   0000000000000000
3.528     2114.030  21927     25.625   25.625   101209.156  101173.945  -0.142   22.955   -0.664   -93.983  0   -33  -56  -10  -6   -2.444      -2.009      -5.333      -1.500      0   0   0   0   0000000000000000
3.532     2114.034  18958     25.751   25.751   101180.391  101154.945  -0.104   22.622   -1.155   -94.207  0   -33  -56  -10  -6   -0.047      1.252       1.572       9.943       0   0   0   0   0000000000000000
