freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
0.000     2110.502  109323    25.498   25.498   101185.609  101148.445  0.000    1.150    0.785    -0.797   0   0    0    0    1    0.000       0.000       0.000       0.000       0   0   0   0   0000000000000000
0.004     2110.506  82030     25.675   25.675   101198.031  101146.289  0.005    0.433    -0.691   -1.070   0   0    -2   -1   1    0.000       0.000       -0.031      0.207       41  41  40  40  0000000000000000
0.008     2110.510  41093     25.698   25.698   101190.422  101147.250  0.025    0.987    -1.462   -2.049   0   -1   -2   0    1    -1.275      -2.077      9.003       5.197       38  51  45  23  0000000000000000
0.012     2110.514  39166     25.465   25.465   101200.312  101150.547  0.020    1.501    -0.654   -1.669   0   -2   0    0    1    -1.244      5.571       -3.972      -1.632      36  39  31  50  0000000000000000
0.016     2110.518  38905     25.471   25.471   101191.664  101148.969  0.035    2.030    1.116    -1.331   0   -2   1    1    1    -0.019      1.766       -3.864      -1.459      41  37  36  48  0000000000000000
0.020     2110.522  42031     25.789   25.789   101210.773  101138.242  0.021    2.711    3.568    -1.127   0   -2   1    2    1    0.017       -2.553      -7.417      -0.803      50  30  37  46  0000000000000000
0.024     2110.526  45677     25.486   25.486   101194.812  101144.281  0.035    3.592    -0.146   -0.633   0   -2   1    2    1    -0.017      -3.306      18.784      -2.311      23  54  65  21  0000000000000000
0.028     2110.530  58176     25.610   25.610   101205.266  101144.531  0.026    4.188    -1.691   0.248    0   -2   1    2    1    0.011       -2.233      8.096       -4.326      30  42  55  35  0000000000000000
0.032     2110.534  41823     25.495   25.495   101197.031  101148.172  0.030    3.316    -2.967   -0.289   0   -2   2    3    2    -0.005      7.019       11.976      7.911       29  67  38  28  0000000000000000
0.036     2110.538  47812     25.496   25.496   101198.570  101144.195  0.036    2.967    -2.228   0.082    0   -2   2    3    2    -0.007      1.308       -3.174      -1.661      41  37  38  47  0000000000000000
0.040     2110.542  54739     25.555   25.555   101197.133  101156.867  0.030    1.756    -1.796   -0.697   0   -2   -1   3    2    0.008       -6.707      -1.677      4.166       53  36  41  31  0000000000000000
0.044     2110.546  41770     25.361   25.361   101187.656  101136.023  0.067    1.876    -2.002   1.134    0   -2   0    2    1    -0.047      3.300       -3.568      -14.173     27  26  48  62  0000000000000000
0.048     2110.550  39375     25.492   25.492   101203.977  101174.328  0.026    1.072    -2.557   0.442    0   -1   0    2    1    1.301       3.014       3.231       3.518       39  52  39  38  0000000000000000
0.052     2110.554  47500     25.628   25.628   101206.047  101151.055  0.008    -1.012   -1.655   1.666    0   -1   0    1    1    0.022       7.814       -9.249      -6.189      36  33  30  64  0000000000000000
0.056     2110.558  44687     25.573   25.573   101198.250  101132.609  0.028    -3.227   -2.925   0.885    0   -2   1    1    1    -1.275      12.059      6.743       3.917       24  62  30  41  0000000000000000
0.060     2110.562  41354     25.640   25.640   101188.352  101138.312  0.062    -1.260   -2.541   2.635    0   -2   1    1    1    -0.042      -7.377      -1.562      -8.913      41  23  55  44  0000000000000000
0.064     2110.566  38229     25.479   25.479   101200.148  101150.766  0.055    -2.091   -2.771   1.918    0   -2   1    1    1    0.008       3.117       1.523       3.492       39  49  35  39  0000000000000000
0.068     2110.570  54687     25.458   25.458   101205.609  101157.211  0.030    -1.701   -2.709   0.333    0   -2   1    1    3    0.031       -1.462      0.063       18.196      60  57  24  21  0000000000000000
0.072     2110.574  48645     25.441   25.441   101174.227  101151.102  0.079    0.116    -4.108   -0.494   0   -2   2    1    3    -0.061      -3.064      7.509       4.483       41  49  47  25  0000000000000000
0.076     2110.578  47344     25.653   25.653   101210.969  101135.492  0.066    0.244    -4.808   -0.705   0   -3   2    1    3    -1.234      -0.480      4.078       1.424       37  44  43  33  0000000000000000
0.080     2110.582  57395     25.481   25.481   101186.328  101150.203  0.089    -0.848   -3.494   -0.811   0   -3   2    1    3    -0.028      4.092       -6.121      0.914       43  39  29  50  0000000000000000
0.084     2110.586  41042     25.594   25.594   101197.336  101159.344  0.078    -0.857   -1.398   -1.914   0   -2   3    1    2    1.264       3.784       -10.238     0.906       49  36  27  55  0000000000000000
0.088     2110.590  41875     25.699   25.699   101201.602  101154.398  0.064    -0.883   -1.431   -1.892   0   -1   3    1    1    1.268       0.098       0.405       -4.823      36  37  47  46  0000000000000000
0.092     2110.594  41198     25.447   25.447   101196.023  101163.547  0.051    -2.108   -0.460   -2.341   0   -3   3    1    1    -2.485      4.592       -4.708      2.577       41  41  26  45  0000000000000000
0.096     2110.598  41562     25.462   25.462   101200.172  101147.344  0.049    -3.204   1.091    -1.679   0   -3   3    2    2    0.003       4.112       -2.665      2.059       41  44  32  45  0000000000000000
0.100     2110.602  41042     25.632   25.632   101194.164  101163.914  0.041    -3.678   3.463    -1.747   0   -3   4    2    2    0.010       5.526       -12.005     0.714       48  35  22  57  0000000000000000
0.104     2110.606  21354     25.698   25.698   101203.789  101147.867  0.031    -4.780   3.831    -3.404   0   -3   4    2    3    0.012       4.132       -2.021      13.927      52  57  21  33  0000000000000000
0.108     2110.610  19635     25.580   25.580   101199.227  101148.211  0.030    -6.869   3.884    -4.590   0   -4   4    3    3    -1.249      7.835       4.643       6.690       34  59  30  36  0000000000000000
0.112     2110.614  23541     25.598   25.598   101189.484  101154.453  0.043    -7.269   4.407    -3.787   0   -4   4    3    4    -0.016      1.500       -2.751      1.762       44  41  35  43  0000000000000000
0.116     2110.618  19375     25.448   25.448   101194.906  101143.578  0.056    -9.795   4.254    -1.926   0   -4   4    3    4    -0.017      9.472       0.638       -8.712      22  42  40  58  0000000000000000
0.120     2110.622  19635     25.624   25.624   101192.797  101141.734  0.076    -9.978   4.942    -1.349   0   -4   4    1    4    -0.024      0.688       -13.834     -2.348      51  25  28  58  0000000000000000
0.124     2110.626  21094     25.693   25.693   101185.359  101147.797  0.103    -8.293   5.762    -2.535   0   -4   4    1    4    -0.034      -6.320      -4.576      6.580       58  36  36  32  0000000000000000
0.128     2110.630  19948     25.672   25.672   101192.625  101161.148  0.099    -9.069   5.957    -2.606   0   -5   4    1    4    -1.245      2.912       -1.474      1.016       39  42  34  43  0000000000000000
0.132     2110.634  22395     25.602   25.602   101189.398  101142.680  0.122    -8.830   4.833    -2.759   0   -5   4    1    3    -0.030      -0.898      5.241       -3.657      33  41  50  38  0000000000000000
0.136     2110.638  24375     25.482   25.482   101206.352  101148.562  0.103    -8.958   6.871    -1.770   0   -5   3    1    3    0.024       -3.270      -10.777     -4.467      50  22  38  53  0000000000000000
0.140     2110.642  22447     25.683   25.683   101197.898  101150.148  0.100    -8.442   7.708    -2.148   0   -4   3    1    2    1.253       -1.935      -4.858      -2.698      46  33  42  48  0000000000000000
0.144     2110.646  21771     25.632   25.632   101194.531  101129.492  0.128    -9.153   9.611    -0.748   0   -4   3    3    2    -0.035      2.668       -0.179      -6.722      32  37  45  51  0000000000000000
0.148     2110.650  29427     25.724   25.724   101216.094  101155.391  0.081    -9.434   8.286    -1.913   0   -5   2    3    1    -1.191      -2.697      6.097       1.114       37  44  47  30  0000000000000000
0.152     2110.654  19479     25.412   25.412   101199.984  101161.508  0.062    -8.176   8.346    -1.952   0   -4   2    4    2    1.274       -4.716      4.267       5.591       48  47  46  28  0000000000000000
0.156     2110.658  19584     25.666   25.666   101200.586  101143.617  0.062    -8.715   8.048    -2.196   0   -4   2    4    3    -0.001      2.019       1.086       6.737       45  51  33  35  0000000000000000
0.160     2110.662  21250     25.618   25.618   101210.047  101140.609  0.047    -8.844   7.663    -2.437   0   -4   2    4    4    0.020       0.487       1.560       6.850       46  50  35  33  0000000000000000
0.164     2110.666  23438     25.570   25.570   101198.836  101170.602  0.021    -8.206   7.390    -4.582   0   -4   2    4    4    0.032       -2.393      1.026       11.584      54  51  33  26  0000000000000000
0.168     2110.670  19739     25.882   25.882   101199.609  101137.117  0.033    -10.345  9.059    -4.727   0   -4   2    4    5    -0.014      8.020       -8.855      6.696       49  47  18  51  0000000000000000
0.172     2110.674  20989     25.619   25.619   101191.922  101154.508  0.040    -9.264   7.582    -6.303   0   -4   3    5    4    -0.009      -0.305      12.130      3.912       33  57  50  25  0000000000000000
0.176     2110.678  19740     25.613   25.613   101201.031  101139.430  0.046    -8.616   7.219    -7.128   0   -4   2    6    4    -0.007      -6.178      6.691       5.235       46  47  49  23  0000000000000000
0.180     2110.682  19270     25.590   25.590   101206.805  101153.742  0.023    -11.325  7.725    -7.137   0   -4   2    6    4    0.029       10.160      -2.703      1.160       35  50  27  53  0000000000000000
0.184     2110.686  22500     25.515   25.515   101192.820  101159.328  0.023    -11.936  8.423    -6.948   0   -5   4    5    4    -1.251      9.790       -8.828      0.153       39  41  21  58  0000000000000000
0.188     2110.690  21250     25.528   25.528   101211.273  101134.688  0.013    -13.783  7.562    -9.456   0   -5   3    5    4    0.013       3.175       4.048       13.884      48  63  28  27  0000000000000000
0.192     2110.694  20677     25.561   25.561   101198.922  101159.094  0.002    -12.366  8.799    -8.168   0   -5   2    5    2    0.014       -9.061      -6.566      -15.425     42  10  59  54  0000000000000000
0.196     2110.698  19635     25.478   25.478   101201.227  101131.820  0.017    -12.812  8.752    -6.797   0   -4   2    5    2    1.231       1.671       -0.140      -5.972      35  38  47  50  0000000000000000
0.200     2110.702  23124     25.778   25.778   101202.766  101148.812  0.009    -12.152  8.729    -7.018   0   -4   2    5    2    0.010       -2.475      -0.261      2.005       46  41  42  37  0000000000000000
0.204     2110.706  20729     25.434   25.434   101199.789  101154.781  0.000    -12.154  9.866    -6.496   0   -4   2    5    2    0.010       0.009       -6.168      -1.762      46  33  37  49  0000000000000000
0.208     2110.710  21823     25.696   25.696   101200.867  101143.539  0.003    -12.248  8.447    -7.370   0   -4   2    5    2    -0.003      0.350       6.751       5.309       40  54  42  30  0000000000000000
0.212     2110.714  25208     25.709   25.709   101185.266  101170.750  0.007    -11.763  9.009    -7.961   0   -4   1    6    2    -0.005      -5.566      1.889       3.950       49  42  45  30  0000000000000000
0.216     2110.718  21042     25.399   25.399   101210.820  101149.461  -0.018   -11.302  8.918    -7.863   0   -4   0    5    3    0.031       -5.478      -4.940      5.599       57  37  36  35  0000000000000000
0.220     2110.722  24636     25.491   25.491   101201.523  101149.711  -0.023   -12.334  8.604    -7.989   0   -4   0    5    3    0.006       3.869       1.211       1.729       38  48  37  42  0000000000000000
0.224     2110.726  19792     25.305   25.305   101212.711  101156.359  -0.059   -12.482  8.514    -8.535   0   -4   -1   6    3    0.045       -3.194      5.200       3.884       43  47  46  29  0000000000000000
0.228     2110.730  20729     25.564   25.564   101208.883  101141.250  -0.068   -12.444  8.784    -8.660   0   -4   -1   6    3    0.012       -0.146      -1.633      1.789       45  41  38  41  0000000000000000
0.232     2110.734  22604     25.666   25.666   101202.883  101138.664  -0.061   -12.994  8.729    -9.721   0   -3   -1   5    3    1.242       2.063       -5.095      6.577       52  46  29  43  0000000000000000
0.236     2110.738  20625     25.807   25.807   101206.328  101135.219  -0.059   -13.538  8.504    -12.209  0   -3   -1   4    3    -0.004      2.042       -4.327      13.959      58  54  22  34  0000000000000000
0.240     2110.742  23177     25.790   25.790   101201.891  101137.492  -0.049   -14.409  8.911    -12.500  0   -3   -1   4    3    -0.012      3.265       -2.524      3.005       44  46  33  45  0000000000000000
0.244     2110.746  19010     25.789   25.789   101201.484  101149.523  -0.053   -12.924  9.813    -13.035  0   -3   -1   4    4    0.004       -5.569      -5.091      9.379       62  41  33  32  0000000000000000
0.248     2110.750  23021     25.496   25.496   101203.961  101148.484  -0.060   -13.830  11.596   -14.618  0   -3   -2   4    5    0.009       -0.353      -9.676      14.876      68  48  19  37  0000000000000000
0.252     2110.754  22812     25.517   25.517   101202.727  101155.984  -0.073   -13.916  13.128   -15.010  0   -3   -3   4    5    0.016       -3.425      -8.570      3.966       59  35  34  44  0000000000000000
0.256     2110.758  20781     25.549   25.549   101192.711  101152.375  -0.061   -14.438  12.522   -14.573  0   -3   -3   4    4    -0.016      1.956       2.177       -5.329      33  42  48  48  0000000000000000
0.260     2110.762  19583     25.371   25.371   101185.055  101146.344  -0.026   -15.563  12.280   -15.275  0   -3   -3   4    4    -0.043      4.219       0.382       5.438       44  53  34  41  0000000000000000
0.264     2110.766  19531     25.598   25.598   101187.648  101143.188  0.005    -15.376  13.037   -14.858  0   -3   -3   3    4    -0.039      -0.703      -9.792      -0.202      53  32  34  52  0000000000000000
0.268     2110.770  22552     25.731   25.731   101202.727  101152.305  -0.006   -16.497  12.528   -16.939  0   -1   -3   2    2    2.514       4.206       -3.508      2.300       48  49  36  51  0000000000000000
0.272     2110.774  20156     25.697   25.697   101203.766  101166.000  -0.034   -16.201  14.576   -17.124  0   -1   -3   2    3    0.036       -1.112      -11.493     7.938       64  39  26  46  0000000000000000
0.276     2110.778  19323     25.647   25.647   101209.219  101144.188  -0.049   -16.853  13.183   -17.724  0   -1   -3   2    3    0.018       2.448       5.847       5.074       41  57  42  35  0000000000000000
0.280     2110.782  19791     25.651   25.651   101205.453  101141.867  -0.052   -17.157  13.822   -16.437  0   -1   -3   1    2    0.004       1.137       -9.477      -9.595      42  26  43  64  0000000000000000
0.284     2110.786  20521     25.627   25.627   101210.867  101152.234  -0.078   -16.284  14.703   -16.298  0   -1   -3   2    2    0.033       -3.272      -0.675      1.136       49  41  45  40  0000000000000000
0.288     2110.790  21041     25.665   25.665   101206.258  101153.906  -0.095   -17.469  13.715   -17.598  0   -2   -3   4    3    -1.228      4.445       13.967      13.560      38  75  39  19  0000000000000000
0.292     2110.794  19115     25.715   25.715   101195.555  101143.375  -0.078   -16.170  12.547   -17.348  0   -2   -3   2    2    -0.022      -4.874      -5.218      -4.317      49  29  47  48  0000000000000000
0.296     2110.798  20781     25.639   25.639   101203.227  101156.906  -0.092   -18.580  11.979   -16.679  0   -4   -3   2    2    -2.482      9.038       1.845       -1.473      28  50  35  49  0000000000000000
0.300     2110.802  18854     25.620   25.620   101201.438  101149.961  -0.095   -17.987  14.945   -19.734  0   -4   -3   2    1    0.003       -2.222      -16.126     12.347      75  39  18  46  0000000000000000
0.304     2110.806  21354     25.541   25.541   101211.781  101140.477  -0.108   -17.730  13.290   -20.671  0   -3   -3   0    0    1.266       -0.964      -3.056      1.753       52  44  42  46  0000000000000000
0.308     2110.810  20937     25.530   25.530   101185.312  101155.633  -0.082   -17.071  13.370   -21.400  0   -2   -4   1    0    1.218       -6.223      3.363       5.782       55  49  50  31  0000000000000000
0.312     2110.814  21510     25.789   25.789   101162.656  101151.484  -0.006   -16.770  11.914   -22.921  0   -4   -4   1    0    -2.596      -1.127      6.190       9.897       47  57  40  25  0000000000000000
0.316     2110.818  18854     25.473   25.473   101203.961  101152.648  -0.020   -16.464  13.273   -21.739  0   -4   -4   1    0    0.017       -1.149      -8.021      -3.736      50  32  42  55  0000000000000000
0.320     2110.822  21354     25.472   25.472   101199.430  101135.016  -0.004   -17.162  12.362   -20.459  0   -5   -4   1    0    -1.270      2.617       3.416       -4.354      33  45  48  47  0000000000000000
0.324     2110.826  19479     25.669   25.669   101191.875  101158.625  0.001    -15.748  12.411   -21.729  0   -5   -4   0    0    -0.006      -5.300      -6.482      8.524       65  41  35  37  0000000000000000
0.328     2110.830  21042     25.623   25.623   101187.047  101152.523  0.022    -16.227  11.805   -21.161  0   -5   -5   0    -1   -0.027      -1.956      1.848       -5.823      39  38  54  46  0000000000000000
0.332     2110.834  19427     25.747   25.747   101197.391  101135.586  0.040    -15.866  12.325   -21.192  0   -5   -5   0    -1   -0.022      -1.353      -3.835      2.174       52  41  40  45  0000000000000000
0.336     2110.838  21562     25.743   25.743   101183.656  101145.625  0.074    -16.459  13.690   -21.050  0   -4   -5   0    -1   1.207       2.225       -8.194      1.293       53  41  34  55  0000000000000000
0.340     2110.842  19166     25.561   25.561   101186.172  101159.992  0.086    -16.716  12.449   -21.530  0   -3   -3   0    0    1.235       8.462       4.962       9.556       42  69  33  40  0000000000000000
0.344     2110.846  19531     25.662   25.662   101230.102  101146.477  0.021    -17.495  14.515   -21.855  0   -3   -3   0    1    0.081       2.921       -11.784     8.906       63  45  22  51  0000000000000000
0.348     2110.850  19531     25.432   25.432   101213.008  101158.281  -0.019   -16.502  14.656   -22.533  0   -3   -3   0    2    0.050       -3.722      -2.169      10.847      62  50  36  33  0000000000000000
0.352     2110.854  20625     25.553   25.553   101204.836  101147.977  -0.029   -15.833  14.511   -21.381  0   -3   -3   -2   2    0.012       -2.511      -10.926     -3.424      55  28  40  57  0000000000000000
0.356     2110.858  20468     25.497   25.497   101203.633  101135.859  -0.023   -14.614  14.652   -22.270  0   -2   -3   -3   3    1.242       -4.571      -7.471      11.971      71  46  32  37  0000000000000000
0.360     2110.862  20573     25.421   25.421   101198.000  101143.359  -0.013   -14.091  14.396   -20.250  0   -1   -2   -3   3    1.238       1.791       -0.459      -7.773      37  39  51  56  0000000000000000
0.364     2110.866  20677     25.687   25.687   101197.188  101139.922  0.002    -13.503  13.432   -20.515  0   -1   -2   -3   2    -0.018      -2.206      3.177       -1.425      42  44  51  41  0000000000000000
0.368     2110.870  26093     25.543   25.543   101190.312  101146.617  0.023    -13.176  13.732   -20.858  0   -1   -3   -3   2    -0.026      -4.977      -3.169      4.002       57  40  42  39  0000000000000000
0.372     2110.874  23802     25.515   25.515   101205.422  101150.492  0.007    -13.677  12.513   -20.307  0   -1   -2   -3   2    0.020       5.631       4.542       -0.525      34  54  44  46  0000000000000000
0.376     2110.878  21406     25.755   25.755   101198.109  101133.375  0.027    -15.496  12.991   -20.411  0   -2   -2   -3   2    -1.274      6.821       -3.989      2.760       43  49  30  51  0000000000000000
0.380     2110.882  19010     25.670   25.670   101194.312  101156.102  0.028    -16.647  14.367   -19.886  0   -3   -2   -4   3    -1.251      4.316       -13.718     4.663       57  39  21  57  0000000000000000
0.384     2110.886  21771     25.632   25.632   101217.203  101139.320  -0.000   -15.543  15.519   -20.559  0   -4   -2   -4   3    -1.215      -4.140      -7.712      5.722       61  38  34  42  0000000000000000
0.388     2110.890  21354     25.665   25.665   101212.039  101156.305  -0.035   -15.927  14.748   -19.049  0   -3   -2   -4   3    1.294       1.439       1.982       -5.344      37  44  52  50  0000000000000000
0.392     2110.894  26146     25.611   25.611   101188.164  101136.016  0.004    -16.714  14.983   -19.043  0   -3   -2   -4   3    -0.049      2.953       -3.077      2.173       47  46  36  48  0000000000000000
0.396     2110.898  21979     25.495   25.495   101192.188  101143.672  0.024    -17.310  14.349   -20.625  0   -3   -2   -4   3    -0.025      2.234       1.336       10.274      51  59  34  35  0000000000000000
0.400     2110.902  19323     25.673   25.673   101202.680  101145.969  0.019    -14.900  14.764   -22.355  0   -3   -2   -6   3    0.006       -9.038      -14.148     11.182      80  33  29  39  0000000000000000
0.404     2110.906  24114     25.407   25.407   101211.539  101146.367  -0.005   -16.061  13.708   -20.143  0   -3   -2   -7   2    0.030       4.352       -1.794      -13.845     28  33  52  64  0000000000000000
0.408     2110.910  22656     25.527   25.527   101192.211  101140.781  0.019    -16.668  14.985   -20.234  0   -3   -3   -6   3    -0.030      -1.473      -3.482      7.781       57  48  35  39  0000000000000000
0.412     2110.914  23750     25.632   25.632   101193.219  101138.086  0.043    -17.653  14.176   -20.640  0   -4   -3   -6   3    -1.280      3.693       2.027       4.393       42  54  37  41  0000000000000000
0.416     2110.918  21249     25.728   25.728   101190.477  101140.266  0.069    -16.750  13.595   -21.757  0   -5   -5   -6   3    -1.283      -10.886     0.947       8.062       62  42  47  24  0000000000000000
0.420     2110.922  19427     25.762   25.762   101206.844  101158.453  0.040    -16.575  13.889   -22.458  0   -5   -5   -6   3    0.037       -0.656      -3.459      6.049       55  47  36  42  0000000000000000
0.424     2110.926  20886     25.504   25.504   101209.492  101152.242  0.013    -16.116  13.173   -23.603  0   -5   -5   -6   2    0.033       -1.719      1.662       3.286       49  49  46  39  0000000000000000
0.428     2110.930  24218     25.658   25.658   101204.641  101140.875  0.010    -15.726  12.066   -23.128  0   -5   -6   -6   2    0.004       -5.214      3.728       0.135       47  44  54  36  0000000000000000
0.432     2110.934  20104     25.591   25.591   101202.797  101165.461  -0.016   -17.373  10.111   -24.819  0   -5   -6   -6   2    0.033       6.176       8.166       11.139      42  71  36  32  0000000000000000
0.436     2110.938  21042     25.614   25.614   101214.266  101144.219  -0.042   -16.956  11.499   -25.163  0   -5   -6   -6   2    0.032       -1.561      -8.693      4.436       60  40  34  48  0000000000000000
0.440     2110.942  23281     25.622   25.622   101203.828  101151.461  -0.053   -16.618  11.150   -25.775  0   -5   -6   -6   2    0.014       -1.269      0.033       5.839       53  51  41  39  0000000000000000
0.444     2110.946  25937     25.637   25.637   101224.281  101155.242  -0.110   -18.123  11.234   -25.831  0   -5   -6   -6   2    0.072       5.644       -2.148      3.060       46  53  35  51  0000000000000000
0.448     2110.950  23228     25.561   25.561   101194.047  101140.234  -0.085   -17.494  9.983    -25.968  0   -5   -4   -6   2    -0.031      5.142       4.658       3.483       39  59  42  43  0000000000000000
0.452     2110.954  24427     25.749   25.749   101208.703  101151.625  -0.105   -18.586  10.666   -24.564  0   -5   -4   -6   2    0.025       4.094       -5.081      -4.366      42  40  41  59  0000000000000000
0.456     2110.958  24323     25.518   25.518   101199.570  101151.695  -0.105   -19.177  11.257   -23.252  0   -5   -4   -6   1    -0.000      2.215       -4.679      -9.131      38  33  47  61  0000000000000000
0.460     2110.962  21979     25.425   25.425   101197.453  101155.078  -0.104   -19.785  11.049   -24.278  0   -7   -4   -6   0    -2.501      2.283       -0.664      2.556       44  47  37  43  0000000000000000
0.464     2110.966  21302     25.579   25.579   101190.180  101144.953  -0.077   -17.971  11.255   -24.663  0   -7   -4   -6   0    -0.034      -6.805      -2.756      4.393       59  40  45  37  0000000000000000
0.468     2110.970  18906     25.592   25.592   101204.359  101158.734  -0.096   -16.485  11.045   -23.453  0   -7   -4   -6   0    0.024       -5.570      -0.652      -3.705      48  35  54  44  0000000000000000
0.472     2110.974  24218     25.638   25.638   101197.930  101139.500  -0.079   -16.647  10.693   -23.527  0   -8   -3   -6   -1   -1.271      4.356       0.088       -2.379      37  46  42  50  0000000000000000
0.476     2110.978  22291     25.537   25.537   101194.102  101141.086  -0.056   -16.465  11.049   -23.807  0   -8   -3   -6   0    -0.028      -0.681      -3.486      8.779       58  50  34  39  0000000000000000
0.480     2110.982  22551     25.535   25.535   101198.273  101134.727  -0.036   -15.319  10.207   -22.900  0   -8   -5   -7   0    -0.025      -11.800     -2.512      -2.245      57  28  56  38  0000000000000000
0.484     2110.986  21145     25.578   25.578   101199.531  101144.789  -0.031   -12.646  10.014   -22.317  0   -8   -3   -7   0    -0.007      -2.523      -0.735      -0.683      47  41  47  43  0000000000000000
0.488     2110.990  21042     25.558   25.558   101196.953  101155.789  -0.033   -11.114  11.524   -23.049  0   -8   -3   -7   0    0.002       -5.744      -9.403      5.964       66  36  35  43  0000000000000000
0.492     2110.994  20937     25.440   25.440   101199.938  101144.484  -0.028   -9.589   11.033   -23.671  0   -8   -3   -7   -2   -0.006      -5.720      0.650       -4.722      45  35  56  43  0000000000000000
0.496     2110.998  20833     25.658   25.658   101204.469  101158.031  -0.048   -8.775   10.978   -24.095  0   -8   -5   -7   -2   0.025       -10.552     -1.519      4.329       62  38  50  32  0000000000000000
0.500     2111.002  22500     25.538   25.538   101199.484  101138.156  -0.035   -8.111   10.313   -23.811  0   -7   -5   -7   -2   1.233       -2.489      1.592       0.760       48  46  50  41  0000000000000000
0.504     2111.006  21250     25.566   25.566   101193.078  101163.375  -0.037   -7.480   11.314   -24.973  0   -7   -5   -7   -3   0.003       -2.366      -6.837      3.011       58  39  38  47  0000000000000000
0.508     2111.010  19583     25.764   25.764   101197.750  101167.055  -0.053   -7.612   10.784   -25.115  0   -7   -4   -6   -3   0.020       4.244       5.972       2.921       38  59  44  41  0000000000000000
0.512     2111.014  21094     25.683   25.683   101217.852  101155.945  -0.098   -6.214   11.838   -25.503  0   -7   -6   -6   -3   0.056       -12.742     -7.052      4.190       70  30  47  36  0000000000000000
0.516     2111.018  20312     25.572   25.572   101212.094  101131.977  -0.102   -7.391   11.880   -24.744  0   -9   -6   -6   -3   -2.495      4.412       -1.997      -1.621      39  44  38  51  0000000000000000
0.520     2111.022  20104     25.604   25.604   101185.711  101128.273  -0.047   -9.136   14.148   -22.136  0   -9   -7   -6   -3   -0.069      2.794       -13.356     -11.127     45  23  40  72  0000000000000000
0.524     2111.026  20572     25.407   25.407   101204.594  101136.406  -0.042   -8.835   15.678   -21.963  0   -9   -6   -6   -1   -0.006      2.622       -9.818      11.230      64  49  22  47  0000000000000000
0.528     2111.030  22343     25.573   25.573   101195.711  101146.109  -0.030   -8.641   15.894   -22.557  0   -9   -6   -6   -1   -0.015      -0.729      -3.272      5.127       55  47  38  43  0000000000000000
0.532     2111.034  21146     25.753   25.753   101202.922  101142.891  -0.030   -9.738   14.772   -22.978  0   -8   -6   -6   -1   1.250       4.116       3.534       4.305       43  59  42  43  0000000000000000
0.536     2111.038  19479     25.462   25.462   101205.148  101164.469  -0.059   -11.150  14.377   -22.472  0   -9   -6   -6   0    -1.214      5.296       -0.061      4.716       44  54  34  45  0000000000000000
0.540     2111.042  18750     25.645   25.645   101198.562  101151.844  -0.059   -11.973  14.550   -23.275  0   -7   -6   -6   2    2.500       3.087       -2.921      16.545      64  65  26  38  0000000000000000
0.544     2111.046  22812     25.524   25.524   101207.133  101155.203  -0.080   -10.703  14.705   -23.889  0   -7   -6   -6   3    0.027       -4.763      -2.844      10.757      64  49  37  33  0000000000000000
0.548     2111.050  22708     25.715   25.715   101194.188  101149.242  -0.067   -11.391  14.382   -22.144  0   -7   -6   -6   4    -0.016      2.578       -0.426      -1.111      42  46  43  49  0000000000000000
0.552     2111.054  23020     25.538   25.538   101196.492  101143.430  -0.053   -11.447  16.180   -20.570  0   -7   -6   -6   4    -0.018      0.212       -11.205     -5.415      51  29  39  62  0000000000000000
0.556     2111.058  20781     25.769   25.769   101197.930  101142.305  -0.040   -12.524  15.452   -19.077  0   -6   -7   -6   4    1.235       0.288       1.492       -5.154      39  42  52  50  0000000000000000
0.560     2111.062  21718     25.599   25.599   101204.656  101138.227  -0.038   -10.768  16.032   -18.488  0   -7   -7   -5   4    -1.253      -6.583      -0.002      -0.699      49  36  51  37  0000000000000000
0.564     2111.066  19062     25.615   25.615   101198.859  101152.445  -0.040   -11.084  17.145   -19.179  0   -6   -8   -5   4    1.252       -2.568      -7.781      5.773       62  42  35  46  0000000000000000
0.568     2111.070  22291     25.489   25.489   101203.641  101148.109  -0.047   -11.302  18.452   -18.437  0   -8   -8   -5   4    -2.491      0.818       -8.878      -1.463      49  33  34  54  0000000000000000
0.572     2111.074  19063     25.445   25.445   101196.336  101136.469  -0.025   -11.371  18.198   -19.080  0   -8   -8   -5   5    -0.027      0.259       -1.051      10.623      57  55  33  36  0000000000000000
0.576     2111.078  22292     25.556   25.556   101200.766  101149.203  -0.028   -11.871  18.562   -18.163  0   -8   -9   -5   5    0.003       -1.873      -4.174      -2.270      49  37  45  50  0000000000000000
0.580     2111.082  20938     25.726   25.726   101211.336  101142.531  -0.045   -13.031  18.841   -17.483  0   -8   -9   -5   5    0.021       4.350       -3.779      -1.153      43  44  38  54  0000000000000000
0.584     2111.086  27187     25.461   25.461   101193.945  101160.430  -0.045   -13.749  18.028   -16.687  0   -8   -9   -5   5    0.000       2.692       1.758       -1.812      38  47  45  47  0000000000000000
